,MAE,RMSE,Model,Dataset
308,0.34088077147801715,0.4509985016813793,XGBoost,COVID-19
309,0.39642399549484253,0.5224837515717187,XGBoost,COVID-19
310,0.5875214705100427,0.7000807438574695,XGBoost,COVID-19
311,0.25995953516526654,0.3513663857899925,XGBoost,COVID-19
312,0.3665273189544678,0.6238765871426903,XGBoost,COVID-19
313,0.3184417486190796,0.49214116606969693,XGBoost,COVID-19
314,0.5579186876614889,0.6042425425595785,XGBoost,COVID-19
315,0.15058161662175104,0.2859301455606887,XGBoost,COVID-19
316,0.6125611166159312,0.7729818759046189,XGBoost,COVID-19
317,0.6533887936518743,0.742764044814968,XGBoost,COVID-19
318,1.1791379543451161,1.470125334906616,XGBoost,COVID-19
319,0.6225657571445812,0.7739429267581682,XGBoost,COVID-19
320,0.5954531864686445,0.6926056233788529,XGBoost,COVID-19
321,0.5435577233632406,0.6506814584158093,XGBoost,COVID-19
322,0.5210739282461313,0.5762285759743574,XGBoost,COVID-19
323,0.46631429592768353,0.5932776310708412,XGBoost,COVID-19
324,0.530374444448031,0.6320499212330202,XGBoost,COVID-19
325,0.44267069300015766,0.6101892671168108,XGBoost,COVID-19
326,0.6234232783317566,0.7693688098197912,XGBoost,COVID-19
327,0.48702638799493964,0.5176657764180215,XGBoost,COVID-19
328,0.6006365716457367,0.7700585856663777,XGBoost,COVID-19
329,0.6161836602471091,0.7992544130736144,XGBoost,COVID-19
330,0.5617548127969106,0.9100845768765976,XGBoost,COVID-19
331,0.36815990851475644,0.6203498585066582,XGBoost,COVID-19
332,0.6239918271700541,0.8002535319828531,XGBoost,COVID-19
333,0.4082909714091908,0.5023212416304157,XGBoost,COVID-19
334,0.5116420288880666,0.6517221799219738,XGBoost,COVID-19
335,1.0401104986667633,1.2813984430721088,XGBoost,COVID-19
336,0.7229136327902476,0.8680579826210133,XGBoost,COVID-19
337,0.775379886229833,0.8984301680106899,XGBoost,COVID-19
338,0.48318206270535785,0.5694066104714802,XGBoost,COVID-19
339,0.6633247895674272,0.8868708135733262,XGBoost,COVID-19
340,0.45076753542973447,0.49439869534581377,XGBoost,COVID-19
341,0.37549742062886554,0.5163573341055366,XGBoost,COVID-19
342,0.6893687009811401,0.800257527985474,XGBoost,COVID-19
343,0.4815470079580943,0.5909727154893106,XGBoost,COVID-19
344,0.36459747950236004,0.5323007822747651,XGBoost,COVID-19
345,0.5790385191257184,0.9589977713313045,XGBoost,COVID-19
346,0.3503598968187968,0.5184181331609418,XGBoost,COVID-19
347,0.6920420825481415,0.7708102064856523,XGBoost,COVID-19
348,0.5081606010595957,0.6249762482870341,XGBoost,COVID-19
349,0.6094186122600849,0.6820241563305998,XGBoost,COVID-19
350,0.5454788574805627,0.6350491359280235,XGBoost,COVID-19
351,0.542165090640386,0.6571930240568283,XGBoost,COVID-19
352,0.9512163798014323,1.2269038115328574,XGBoost,COVID-19
353,0.60745186989124,0.683589738664635,XGBoost,COVID-19
354,0.8943615953127543,1.0833887033860565,XGBoost,COVID-19
355,0.4703384041786194,0.6379789875353592,XGBoost,COVID-19
356,0.6230854292710623,0.729664551566468,XGBoost,COVID-19
357,0.4843912124633789,0.6030763505161565,XGBoost,COVID-19
358,0.4487958649794261,0.5991528075570708,XGBoost,COVID-19
359,0.6314240793387095,0.7074982002734888,XGBoost,COVID-19
360,0.28877567327939546,0.43573609917724093,XGBoost,COVID-19
361,0.6571502712620777,0.7737415067685024,RF,COVID-19
362,0.693441814392476,0.8216045849698568,RF,COVID-19
363,0.3143266825989319,0.46141483643975684,RF,COVID-19
364,0.38039445894499524,0.534139109058092,RF,COVID-19
365,0.595084237497492,0.7068313199573787,RF,COVID-19
366,0.25620790435024554,0.3805827337388714,RF,COVID-19
367,0.3377172307745568,0.62374089179667,RF,COVID-19
368,0.23152790881303317,0.440307128191476,RF,COVID-19
369,0.49690646314520986,0.5452708418879362,RF,COVID-19
370,0.14708043475117877,0.3148491655515144,RF,COVID-19
371,0.5647616341818377,0.7412427965863801,RF,COVID-19
372,0.680708586026088,0.7680482352902644,RF,COVID-19
373,1.1913805009473997,1.4996452546452739,RF,COVID-19
374,0.6243310392655399,0.7765389196323698,RF,COVID-19
375,0.5997014586709984,0.6943015169859559,RF,COVID-19
376,0.5269719787174426,0.6656152252553145,RF,COVID-19
377,0.5319926053114734,0.6222235939616465,RF,COVID-19
378,0.45514117032701923,0.5907883055219261,RF,COVID-19
379,0.5416806813592099,0.650668669299016,RF,COVID-19
380,0.4074536262143935,0.5747805347707236,RF,COVID-19
381,0.6237395462085903,0.8047459115682967,RF,COVID-19
382,0.5483950640685582,0.5954442409367475,RF,COVID-19
383,0.5745854005072387,0.7620990328396021,RF,COVID-19
384,0.6330381721678009,0.810275140881346,RF,COVID-19
385,0.6145382995779166,0.9955302982537878,RF,COVID-19
386,0.4036872504376535,0.7120888136453968,RF,COVID-19
387,0.6563156851970818,0.817257189086217,RF,COVID-19
388,0.29676089379465054,0.5001743279023219,RF,COVID-19
389,0.49367716267169853,0.6929539723773429,RF,COVID-19
390,1.048061067039239,1.3095861472140509,RF,COVID-19
391,0.675449296220391,0.8304873910053835,RF,COVID-19
392,0.7828324400042065,0.9096001985293244,RF,COVID-19
393,0.4817556353373103,0.5878060628874544,RF,COVID-19
394,0.6870452762607634,0.9030187523996961,RF,COVID-19
395,0.42183046372704464,0.46896351485304466,RF,COVID-19
396,0.35877960449603935,0.5236824403047952,RF,COVID-19
397,0.6546296454293892,0.7780706953154225,RF,COVID-19
398,0.46589653248974283,0.5959026542830955,RF,COVID-19
399,0.36647827262319205,0.6046558328668551,RF,COVID-19
400,0.6186176475125035,1.0051014851814457,RF,COVID-19
401,0.3629267474305287,0.5795561228225443,RF,COVID-19
402,0.6421579233763093,0.7285306333943579,RF,COVID-19
403,0.46850319248062383,0.5998480663234904,RF,COVID-19
404,0.5800353669637854,0.6769018359273908,RF,COVID-19
405,0.48433427187769984,0.5840480509912922,RF,COVID-19
406,0.5767779756312924,0.7115157287967293,RF,COVID-19
407,0.936737384045866,1.1906829267573398,RF,COVID-19
408,0.6854166571144064,0.787592755518212,RF,COVID-19
409,0.8170785305270951,1.0118092751557937,RF,COVID-19
410,0.47099992330048684,0.6550905315646003,RF,COVID-19
411,0.6687959152239266,0.7996486938986747,RF,COVID-19
412,0.5109891227537854,0.6114091459184072,RF,COVID-19
413,0.4382977299657865,0.6007787810128845,RF,COVID-19
414,0.613363609993954,0.7198148578323986,RF,COVID-19
415,0.2853132913954895,0.43943800540789413,RF,COVID-19
416,1.0781871974468231,1.2356295547009912,3-Layer LSTM,COVID-19
417,1.1119628927924416,1.2728863055841813,3-Layer LSTM,COVID-19
418,0.5686004459857941,0.6992484424421878,3-Layer LSTM,COVID-19
419,0.4297929008801778,0.5912075497217347,3-Layer LSTM,COVID-19
420,0.6570571110798762,0.8131877518796139,3-Layer LSTM,COVID-19
421,0.6156657825816761,0.7032332174923502,3-Layer LSTM,COVID-19
422,0.5321374948208148,0.7654848170726289,3-Layer LSTM,COVID-19
423,0.5389410257339478,0.6868111745061344,3-Layer LSTM,COVID-19
424,0.8214235901832581,0.9333424606607831,3-Layer LSTM,COVID-19
425,0.5671160862996028,0.8416372111621527,3-Layer LSTM,COVID-19
426,0.731771320104599,0.8563850078238671,3-Layer LSTM,COVID-19
427,0.7635488326732929,0.9251771635110292,3-Layer LSTM,COVID-19
428,2.4043807891698985,2.5581995472170687,3-Layer LSTM,COVID-19
429,0.7967048558321866,0.9641773950376716,3-Layer LSTM,COVID-19
430,0.48459339141845703,0.6807039580603922,3-Layer LSTM,COVID-19
431,0.5183032254378,0.6798402680226697,3-Layer LSTM,COVID-19
432,0.8646288101489727,1.0145588968263783,3-Layer LSTM,COVID-19
433,0.7562899390856425,0.8891976759463106,3-Layer LSTM,COVID-19
434,0.9259820534632757,1.1355793643488186,3-Layer LSTM,COVID-19
435,0.8545067409674326,1.010670033465113,3-Layer LSTM,COVID-19
436,0.6854095160961151,0.93472779746841,3-Layer LSTM,COVID-19
437,0.6857680515809492,0.9099430620121731,3-Layer LSTM,COVID-19
438,1.0305200517177582,1.1416580952761997,3-Layer LSTM,COVID-19
439,0.9733245914632623,1.1956289958409048,3-Layer LSTM,COVID-19
440,0.7545100251833597,1.0297721664863126,3-Layer LSTM,COVID-19
441,0.6398433538583609,0.8399833909257554,3-Layer LSTM,COVID-19
442,0.7555755376815796,0.9636472416094293,3-Layer LSTM,COVID-19
443,0.5571249615062367,0.8754880813883499,3-Layer LSTM,COVID-19
444,0.47401315967241925,0.7644221628646765,3-Layer LSTM,COVID-19
445,1.112827291091283,1.373934384211314,3-Layer LSTM,COVID-19
446,0.5735382934411367,0.8276858183114106,3-Layer LSTM,COVID-19
447,0.6984506448109945,0.8556550360821186,3-Layer LSTM,COVID-19
448,0.609489897886912,0.7745152697278243,3-Layer LSTM,COVID-19
449,0.8620417334816672,1.0865024610611085,3-Layer LSTM,COVID-19
450,0.8758477522776678,1.1669004766395643,3-Layer LSTM,COVID-19
451,0.7467716137568156,0.9379910677487049,3-Layer LSTM,COVID-19
452,0.6733312010765076,0.8128810214678203,3-Layer LSTM,COVID-19
453,0.43918407956759137,0.564263998987863,3-Layer LSTM,COVID-19
454,0.39081697662671405,0.5942154182548011,3-Layer LSTM,COVID-19
455,0.5860197819196261,0.9264414394222347,3-Layer LSTM,COVID-19
456,0.4473060667514801,0.6226284327129482,3-Layer LSTM,COVID-19
